year,state,lei,institution_name,total_applications,total_originations,top_counties_served,orig_conventional,orig_fha,orig_va,orig_usda_other,orig_other_loan_type,orig_conventional_pct,orig_fha_pct,orig_va_pct,priority_market
2025,VT,5493008SP1FN4D81IS17,,2,2,50023:1; 50011:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,5493009Y8ROUG903AQ21,,2,2,50007:1; 50023:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300BLL6VL7AXWYP56,,7,2,50017:1; 50011:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300BOXNV8VLRBDT24,,4,2,50017:1; 50003:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300C04BJ0G297NC13,,4,2,50007:1; 50011:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300ERHDU3FCE3FA33,,3,2,50021:1; 50003:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300H12E7AUMUHP294,,2,2,50021:2,1,1,0,0,0,50.0,50.0,0.0,national
2025,VT,549300HCNXMTNGIMAR91,,4,2,50025:1; 50023:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300L6YKIXOYQ57883,,2,2,50025:2,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300LLQD0X2OTG0Y27,,4,2,50023:1; 50019:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300MCIFZSDHUT8X63,,2,2,50003:1; 50027:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300NWYTCEH9RSSW54,,6,2,50003:2,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300PL8ER6H23P0Z91,,3,2,50005:1; 50007:1,1,1,0,0,0,50.0,50.0,0.0,national
2025,VT,549300S8SHBRCI7UU819,,2,2,50021:1; 50011:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300T61O0X0RJMQ375,,2,2,50015:1; 50025:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300T9P3WXNMXX0I34,,7,2,50001:1; 50027:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300UF3FPC7U6RFC59,,2,2,50027:1; 50007:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300VGMMXKSX821O69,,5,2,50017:1; 50001:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,549300X7KG2H84UCP685,,2,2,50025:2,0,2,0,0,0,0.0,100.0,0.0,national
2025,VT,549300ZIQ24V0C88AC41,,2,2,50007:1; 50025:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,6PTKHDJ8HDUF78PFWH30,,2,2,50027:1; 50015:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,HIDXEG9BLUJZKBGUT764,,2,2,50023:1; 50007:1,2,0,0,0,0,100.0,0.0,0.0,national
2025,VT,WKN6AF1FCL7BBYGTGI83,,5,2,50007:1; 50005:1,2,0,0,0,0,100.0,0.0,0.0,national
